F:\CBIR\tongyi\accordion\image_0001.jpg,0.4004028576283856,0.0946690884660987,0.553689041051269,0.21021069379205834,94.41679972755044,43.68324875505768,133.8318868622593,0.0668893295036944
F:\CBIR\tongyi\accordion\image_0002.jpg,0.5010022695385328,0.08706173337895035,0.5543962051104016,0.18177544669057608,57.21479821300236,24.338547576990226,133.69575836860733,0.0934134629810131
F:\CBIR\tongyi\accordion\image_0003.jpg,0.36460414282912135,0.1074199854140735,0.5667757840001575,0.24756800319902214,75.59223712123232,42.210883299902974,133.9118822706523,0.04999809174202598
F:\CBIR\tongyi\accordion\image_0004.jpg,0.4019544577909351,0.09964065809610766,0.6282029924210683,0.22042090088093988,53.59405358794037,31.283924078277977,133.84711538687384,0.0549959645368127
F:\CBIR\tongyi\accordion\image_0005.jpg,0.5624776758230583,0.1151550895794302,0.7643606933538315,0.14468014516855357,12.088413173386153,7.462510934660807,133.53484553940808,0.09695107519131452
F:\CBIR\tongyi\accordion\image_0006.jpg,0.39867639359091805,0.09611972692608926,0.5690661556597385,0.2385696608646779,110.37719482638632,60.496268513290886,133.78051696332352,0.07321814793604911
F:\CBIR\tongyi\accordion\image_0007.jpg,0.4030841860187829,0.08274560460487741,0.68310556582732,0.15602355422623806,72.81413363481012,35.60349937874945,133.8389873235095,0.05632753284441227
F:\CBIR\tongyi\accordion\image_0008.jpg,0.45404706894217456,0.11756246626181718,0.5293106632939141,0.26128015696068746,154.77014151948757,85.26068133263541,133.6829452525145,0.11554604948218467
F:\CBIR\tongyi\accordion\image_0009.jpg,0.376894188418296,0.09924844752450626,0.6551975416772539,0.19146455991019626,68.77070841528462,37.61144417310513,133.86606847371417,0.05330428419214934
F:\CBIR\tongyi\accordion\image_0010.jpg,0.44081591937644266,0.08966921102886878,0.6381428794417745,0.1851559336186293,30.890848998703927,15.802552354721733,133.84288033821176,0.05607383596597497
F:\CBIR\tongyi\accordion\image_0011.jpg,0.4217011250085732,0.1072603646517409,0.7579443440907617,0.13750427190365574,58.13148677625852,33.232584019266056,133.88286136587158,0.05523702460914398
F:\CBIR\tongyi\accordion\image_0012.jpg,0.46939122629127406,0.09231999842223712,0.6712524327209733,0.20239878903206204,90.40650817982261,54.58911813689471,133.74367859352756,0.08415864644250126
F:\CBIR\tongyi\accordion\image_0013.jpg,0.4437566758661557,0.13096597835920668,0.6862152029762975,0.1915008549785536,56.654560209999694,33.96837548222405,133.86830637775344,0.0632067164707597
F:\CBIR\tongyi\accordion\image_0014.jpg,0.45144204567506296,0.13146333619309652,0.6503778086920863,0.2087427313982295,44.54863060086053,26.159999235246353,133.8334784548808,0.07248030041364552
F:\CBIR\tongyi\accordion\image_0015.jpg,0.4294486994693283,0.07228443049063779,0.5685659268754023,0.1380932101585525,65.90839633124456,20.494491706808084,133.7604556495867,0.06864859133242178
F:\CBIR\tongyi\accordion\image_0016.jpg,0.3839016909672803,0.10154162027316933,0.6242474751095625,0.2026093975041634,86.16342501951256,46.270098476802154,133.8803423289537,0.05820843334222382
F:\CBIR\tongyi\accordion\image_0017.jpg,0.44993680508893114,0.1270027818264585,0.6350574499925951,0.22788347636851422,71.70710898249621,44.90916939208076,133.8742676896114,0.06511434593092694
F:\CBIR\tongyi\accordion\image_0018.jpg,0.3197673881012439,0.07465303330729237,0.6448124189526933,0.16628448821765096,69.36128142751274,31.881450301790913,133.92768836182998,0.042275945109474466
F:\CBIR\tongyi\accordion\image_0019.jpg,0.34997047094462636,0.09441352637162852,0.5476120737649743,0.1979250223150188,98.77449366129213,43.4280648736398,133.87088344460926,0.060185134491175664
F:\CBIR\tongyi\accordion\image_0020.jpg,0.4161600603739273,0.10690384567651268,0.7033688916288648,0.1476257235428823,53.36969943601489,26.44341041431115,133.87797988477382,0.05409027693360801
F:\CBIR\tongyi\accordion\image_0021.jpg,0.3421534431112536,0.10071636518237198,0.6083370753074351,0.1841649691595164,74.08923737857559,34.36874191415735,133.90445276988643,0.04926593983806983
F:\CBIR\tongyi\accordion\image_0022.jpg,0.3576081898063928,0.10804314406824235,0.6262701528134084,0.20805124310533324,79.385452937303,43.6630280752525,133.91485001472935,0.04959423899214142
F:\CBIR\tongyi\accordion\image_0023.jpg,0.4241894595729056,0.1297286399010655,0.7385240269239027,0.17837029272041885,64.66715888407778,43.9254513784647,133.89242705714733,0.056733788754077995
F:\CBIR\tongyi\accordion\image_0024.jpg,0.4255952640329433,0.07714617342695877,0.4516140032911628,0.18684732837096657,52.515822508946094,17.696063136020953,133.82324290058176,0.0548362294870363
F:\CBIR\tongyi\accordion\image_0025.jpg,0.3959520605056517,0.11273031471590664,0.613037350294906,0.24081358267701847,89.41267711095689,54.97539314309792,133.8782015118233,0.05978314926000634
F:\CBIR\tongyi\accordion\image_0026.jpg,0.4088311823359123,0.08689716429506819,0.6304535106155658,0.21368560053013208,86.42342774707271,48.60212024860641,133.8047996932716,0.07918692332752084
F:\CBIR\tongyi\accordion\image_0027.jpg,0.5038873097029032,0.096622255084819,0.6931278193743463,0.18268085731935238,92.03585272646357,54.11951911268273,133.691515043508,0.0933707096287639
F:\CBIR\tongyi\accordion\image_0028.jpg,0.3691684245356206,0.10175311951505361,0.5692812168401314,0.1882021556060501,51.27160169966944,22.225625775919692,133.8939347778597,0.05378039005592534
