F:\CBIR\tongyi\accordion\image_0001.jpg,0.004176816136692813,1.93251065153231e-07,4.4692723426699784e-10,1.7405175666416358e-09,1.1836421368828514e-18,5.815223245706731e-13,-9.77505139460757e-19,0.4364081386940609
F:\CBIR\tongyi\accordion\image_0002.jpg,0.0030073145831848403,1.137257503134205e-07,9.410708809781193e-10,5.405530291049215e-11,5.5390781400132914e-21,-1.456869086396922e-14,1.0860899849302093e-20,0.44906689917549575
F:\CBIR\tongyi\accordion\image_0003.jpg,0.004527487335932192,3.790579332106349e-08,5.680692472516854e-10,4.1709489616980073e-10,9.968799745543677e-20,-7.365254526604032e-14,1.768674803293316e-19,0.2871574317948417
F:\CBIR\tongyi\accordion\image_0004.jpg,0.007952857826161099,2.5436543736412796e-06,7.506663840139559e-09,2.666308799587968e-08,3.388032020834673e-16,4.159792250192356e-11,1.6584232486587782e-16,0.5780018035799384
F:\CBIR\tongyi\accordion\image_0005.jpg,0.00666807412791794,2.3353072857593235e-06,3.795521676280974e-08,2.35698770359983e-08,5.799622365562813e-16,-3.5769475582920204e-11,4.007854420835688e-16,0.6106516448296703
F:\CBIR\tongyi\accordion\image_0006.jpg,0.0028978249206337158,1.7602831523749652e-09,3.669774881854117e-10,3.1014513200594374e-09,3.223756033943742e-18,-1.234513560481695e-13,-7.452418959929076e-19,0.16894804376973901
F:\CBIR\tongyi\accordion\image_0007.jpg,0.005927170812243219,5.467727164059464e-06,8.404338776991147e-09,9.870155347793535e-09,8.953114162602393e-17,2.1407200176513563e-11,8.08506935387685e-18,0.7521984902990498
F:\CBIR\tongyi\accordion\image_0008.jpg,0.0032343933540666084,6.016923224912163e-07,4.885866881746244e-10,1.5612109246602806e-09,1.3172442354152653e-18,1.0322313092101465e-12,-3.522339505422479e-19,0.6219880028779361
F:\CBIR\tongyi\accordion\image_0009.jpg,0.0045606319925021255,1.249246838055706e-06,1.0874555932543604e-09,3.076943624821177e-09,-4.729364297926488e-18,-2.685125728133638e-12,-3.0515598362897527e-18,0.6274321704693182
F:\CBIR\tongyi\accordion\image_0010.jpg,0.005287925727759848,6.743963058091779e-07,3.565436838748367e-09,1.2289038794030678e-08,8.020974502882728e-17,4.095328601529981e-12,1.3545421514218586e-17,0.5185058737082446
F:\CBIR\tongyi\accordion\image_0011.jpg,0.003852710907584784,6.307176931814721e-07,3.4270898762186876e-10,2.0667377054105408e-09,-1.7223659697784543e-18,-1.360493042286206e-12,-2.42583936355553e-19,0.5846455331136027
F:\CBIR\tongyi\accordion\image_0012.jpg,0.007297325989353577,1.4290357356698387e-06,5.922578268908997e-10,1.1921539352368642e-08,-1.6023024251430668e-17,-7.683762640013728e-12,2.7326555017070774e-17,0.5305809223979449
F:\CBIR\tongyi\accordion\image_0013.jpg,0.007742383269437502,4.004931708469249e-07,6.57109950485648e-10,3.794614007324608e-09,2.5844628633394377e-18,2.3734996334936025e-12,5.405958604336119e-18,0.38874556059831167
